"institution.name","collection","object_name","object_number","title","description","edition","creator","creator.role","production.place","production.date.start","production.date.start.prec","production.date.notes","production.date.end","production.date.end.prec","material","material.part","technique","technique.part","dimension.notes","dimension.part","dimension.value","dimension.unit","acquisition.date","acquisition.method","acquisition.place","exhibition","exhibition.date.start","exhibition.date.end","exhibition.venue.place","related_object.association","related_object.reference","related_object.title"
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0383","Fritex de Luxe","Elektrische frietketel met oranje omhulsel en zwart plastic voor het deksel en de handgrepen, type 292 van Nova. Het toestel heeft een anti-reuksysteem met een permanente en afwasbare filter. De vernieuwde en multifunctionele handgreep dient om de mand onder te dompelen, op te hangen en op te schudden zonder het deksel te openen. Het kijkvenster zorgt voor een dubbele veiligheid.","","Nova","uitvoerder","Tongeren","1979","circa","datum uitvoering","","","polyolefin (pp)","deksel","","","","geheel","26","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0384","Multex","Elektrisch wafelijzer voor het bakken van dubbele wafels met vaste bakvormen van Nova. Het toestel heeft twee zwarte bakelieten handvaten en een zwarte bakelieten voet waarover het toestel kan gekeerd worden. Op beide bakzijden is een elektrische aansluiting. Het wafelijzer hoort in een reeks toestellen die Nova rond 1950 op de markt bracht bestaande uit de Multex, Unilex, Unex, Dulex en Gaufrex.","","Nova","producent","Tongeren","1950","circa","datum productie","1955","circa","metaal","geheel","","","","geheel","9","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0386_0-2","Wafelijzer zonder onderhelft","Elektrisch wafelijzer met dubbele vormen. De onderhelft ontbreekt, alsook de handvaten.","","Nova","producent","","","","","","","metaal","geheel","","","","geheel","8","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0387","Zwarte voet van wafelijzer","Zwart kunststof steunelement voor een wafelijzer waarover het kon gekeerd worden. Bijhorend een zakje met Nova-naamplaatjes die bevestigd dienden te worden op de toestellen.","","Nova","producent","Tongeren","","","","","","phenol-formaldehyde resin (pp)","wafelstaander","","","","geheel","3","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wafelijzer","2017-0389","Multex 2","Elektrisch wafelijzer voor dubbele wafels met inox behuizing en bakelieten handvaten en voet, type 228 van Nova. Het toestel is omkeerbaar en heeft bovenaan een regelbare thermostaat en een controlelampje. Het werd geleverd met vier verschillende verwisselbare vormen met anti-aanbaklaag. De elektrische aansluiting bevindt zich op de centrale voet. Dit was het eerste wafelijzer van Nova met thermostaat. De vormgeving van dit toestel grijpt terug naar de jaren 1950 en moet de tijdloosheid, kwaliteit en degelijkheid van de Nova wafelijzers uitstralen.","","Nova","producent","Tongeren","1980","","datum productie","1980","","metaal","wafelijze","","","","geheel","15","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","verwarmingstoestel","2017-0393","Baby","Elektrische verwarmingsplaat in metaal met keramisch verwarmingselement. Neemt weinig plaats in op tafel.","","Nova","producent","Luik (stad)","1945","circa","datum productie","","","metaal","geheel","","","","geheel","9","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","tafelgrill","2017-0394","Snack Grill","Elektrische grill, type 217 van Nova. Het toestel heeft uitneembare anti-kleefplaten met tweezijdig gebruik, voor hamburgers en braadworsten. Het braadvet druppelt tijdens het bereiden door de bakplaat waardoor het voedsel minder vettig is. Het toestel heeft een behuizing uit bruine en oranje kunststof.","","Nova","uitvoerder","Tongeren","1979","circa","datum uitvoering","","","phenol-formaldehyde resin (pp)","behuizing","","","","geheel","9","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0396_0-3","Filtrex vetscherm en frietkorf","Deksel en frietkorf van ITT Nova. Het deksel fungeerde als vetscherm. Het werd op een frietketel geplaatst om de spatten op te vangen en de vettige damp bij het bakken te filteren. Bij het deksel hoort ook een 'lift-korf'. Het deksel en de frietkorf zijn compatibel met alle frietketels van Nova.","","ITT","uitvoerder","Tongeren","1972","circa","datum uitvoering","","","metaal","geheel","","","","geheel","20","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","schaal","2017-0397","Onderschaal wafelijzer","Metalen schaal waar een Nova wafelijzer op gemonteerd diende te worden.","","Nova","producent","Tongeren","1947","circa","datum productie","","","metaal","geheel","","","","geheel","1","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","schaal","2017-0398","Onderschaal wafelijzer","Metalen schaal waar een Nova wafelijzer op gemonteerd diende te worden, wellicht model Multiplex.","","Nova","producent","Tongeren","1947","circa","datum productie","","","metaal","geheel","","","","geheel","1","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","strijkijzer","2017-0404","Blue Ribbon","Elektrisch strijkijzer met roodbruin gesloten handvat. 
Dit is één van de eerste strijkijzers van Nova die een duidelijke vormgeving heeft gekregen, in de toen gangbare streamline-vormgeving. Het is niet duidelijk waarom dit toestel Blue Ribbon heet.","","Nova","producent","Luik (stad)","1947","","datum productie","","","metaal","basis","","","","geheel","13","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","strijkijzer","2017-0409","Novamatic 1","Elektrisch strijkijzer met roodbruin en wit gesloten handvat. Het toestel beschikt over een verstelbare draaiknop, een lampje voor lichtcontrole van de thermische regelaar en een automatische temperatuurregeling volgens de aard van de stof. Verder bestaat de zool uit roestvrij materiaal met een groot strijkoppervlak en speciaal schuin geslepen rand. Het stoffen snoer is in rood met witte diagonale strepen. Originele productverpakking met gebruiksaanwijzing zijn aanwezig. Het Nova Matic strijkijzer verscheen in twee kleurcombinaties; zwart/bruin-wit of rood-wit (beiden aanwezig in de collectie).","","Nova","producent","Luik (stad)","1956","","datum productie","1963","circa","metaal","basis","","","","geheel","13","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","scheerapparaat","2017-0410_0-2","Novashave","Elektrisch scheerapparaat in wit en bruin en met vier scheerkoppen. Het toestel bevindt zich in een etui van Nova, maar mogelijk is dit niet het originele etui. In het etui zit een garantiebewijs. Het scheerapparaat werd geselecteerd door het Brussels Design Centre, dat tussen 1965 en 1985 het Belgisch industrieel design promootte.","","Riche, Roger","ontwerper","Parijs","1963","circa","datum uitvoering","","","","","","","","geheel","5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","mixer","2017-0411","Novachef","Elektrische klopper/handmixer in één apparaat in wit en beige. De Novachef maakte het mogelijk om voortaan met één toestel te kloppen, te hakken en te mengen. Daartoe heeft het toestel zes hulpstukken: vier kloppers/mengers en twee kneders. De staafmixer heeft drie snelheden. De uitdraaibare metalen mixstaaf en het geslepen mes zijn gemaakt van roestvrij staal. Het ontwerp is van de Amerikaanse vormgever Raymond Loewy. Bij het ontwerp is gelet op een aangename grip van het handvat, zowel horizontaal als verticaal. De mixer moest een apparaat worden dat klasse en elegantie uitstraalde en een grote vormelijke samenhang bezat, afgeleid van zijn functie. Ook de productverpakking moest sober maar aangenaam ogen, in lijn met het apparaat en de andere toestellen die op dat moment werden uitgebracht. De Novachef werd in reclames aangeprezen door de Franse chef-kok Raymond Oliver. Sinds 1953 was Oliver bekend bij het grote publiek als kok in het televisiekookprogramma ‘Art et magie de la cuisine’. Vanaf de jaren 1950 maakte hij reclame voor de Novachef en andee producten van Nova. Hij zou tevens inspraak gehad hebben in de technische ontwikkeling van de Novachef. Het toestel werd geselecteerd door het Brussels Design Centre, dat tussen 1965 en 1985 het Belgisch industrieel design promootte.","","Loewy, Raymond","ontwerper","","1960","","datum uitvoering","","","polystyrene (pp)","maatbeker","","","","geheel","16","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","wasmachine","2017-0412","Miniwash","Compacte wasmachine in het wit met blauwe accenten met regelbare minutenteller en snoer. Het toestel was een populaire wasmachine om kleine hoeveelheden was in een korte tijdsperiode te wassen. Dit toestel werd aangekocht bij Calor en onder het merk Nova verkocht. Het toestel bleek een populaire wasmachine om kleine hoeveelheden was in een korte tijdsperiode te wassen. Hierop ontwikkelde Nova zijn latere modellen miniwash met trommel, die ze ook zelf produceerden.","","Nova","uitvoerder","Tongeren","1967","circa","datum uitvoering","1975","circa","polyolefin (pp)","constructie","","","","geheel","45","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0413","Dummy van Fritex","Model voor uitvoering van een frituurpan, driekleurig, met temperatuurregelaar en minutenteller. Met zakje met toebehoren. Model niet uitgevoerd.","","Nova","producent","Tongeren","","","","","","polyurethane (pp)","bruine delen","","","","geheel","30","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0414","Dummy van Fritex","Model voor uitvoering van een frituurpan uit oranje kunststof. De voorzijde ontbreekt.","","Nova","producent","Tongeren","","","","","","polyurethane (pp)","geheel","","","","geheel","30","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0415","Dummy van Fritex","Model voor uitvoering van een frituurpan, driekleurig met een temperatuurregelaar en een minutenteller.
Model niet uitgevoerd.","","Nova","producent","Tongeren","","","","","","kunststof","geheel","","","","geheel","30","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0416","Dummy van frituurpan","Model voor de uitvoering van een frituurpan met witte behuizing en zwarte basis en deksel. Een handvat is gebroken en er ontbreekt ook een element naast de controlelampjes. Verder beschikt het over een temperatuurregelaar en informatie over de baktijden van de verschillende gerechten.","","Nova","producent","Tongeren","","","","","","expandable polystyrene (pp)","geheel","","","","geheel","27","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0417","Dummy van deksel van frituurpan","Model voor uitvoering van het deksel van een frituurpan.","","Nova","producent","Tongeren","","","","","","acrylonitrile-butadiene-styrene plastic (pp)","constructie","","","","geheel","6","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0418","Dummy van deksel van frituurpan","Model voor uitvoering van het deksel van een frituurpan met een ovale vorm.","","Nova","producent","Tongeren","","","","","","polyurethane (pp)","geheel","","","","geheel","6","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0419","Dummy van Nova ""Cool Friteuse"" (reeks)","Model voor uitvoering van een frituurpan voor met ""cool touch"". Deze heeft een olie-inhoud van twee liter, een regelbare thermostaat en een controlelampje.","","Slany Design","ontwerpbureau","Esslingen","","","","","","expandable polystyrene (pp)","constructie","","","","geheel","22","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0420","Dummy van Nova ""Cool Friteuse"" (reeks)","Model voor uitvoering van een frituurpan voor met ""cool touch"". Deze heeft een olie-inhoud van twee liter en een regelbare thermostaat.","","Nova","producent","Tongeren","","","","","","expandable polystyrene (pp)","geheel","","","","geheel","25","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","strijkijzer","2017-0421","Verwarmingselement van strijkijzer","","","Nova","producent","Tongeren","","","","","","metaal","geheel","","","","geheel","0.1","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","frituurpan","2017-0422","Dummy van Russell Hobbs","Model voor uitvoering van een frituurpan met witte behuizing en zwarte basis, deksel en handvaten. Het toestel beschikt over controlelampjes, een minutenteller, een thermostaat en informatie over de verschillende baktijden van meerdere gerechten.","","Nova","producent","Tongeren","","","","","","expandable polystyrene (pp)","geheel","","","","geheel","26","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","strijkijzer","2017-0423","Handvat van een strijkijzer","","","Nova","producent","Tongeren","","","","","","hout","geheel","","","","geheel","7","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","strijkijzer","2017-0424","Handvat van een strijkijzer","","","Nova","producent","Tongeren","","","","","","hout","geheel","","","","geheel","5","cm","2017","oningeschreven gevonden","","","","","","","",""
"Design Museum Gent","huishoudelijke apparaten","strijkijzer","2017-0425","Handvat van een strijkijzer","","","Nova","producent","Tongeren","","","","","","hout","geheel","","","","geheel","5.5","cm","2017","oningeschreven gevonden","","","","","","","",""
